"","Sample_1S10","Sample_1S11","Sample_1S12","Sample_1S13","Sample_1S14","Sample_1S15","Sample_1S16","Sample_1S17","Sample_1S18","Sample_1S19","Sample_1S1","Sample_1S20","Sample_1S21","Sample_1S22","Sample_1S23","Sample_1S24","Sample_1S25","Sample_1S2","Sample_1S3","Sample_1S4","Sample_1S5","Sample_1S6","Sample_1S7","Sample_1S8","Sample_1S9","Sample_2S10","Sample_2S11","Sample_2S12","Sample_2S13","Sample_2S14","Sample_2S15","Sample_2S16","Sample_2S17","Sample_2S18","Sample_2S19","Sample_2S1","Sample_2S20","Sample_2S21","Sample_2S22","Sample_2S23","Sample_2S24","Sample_2S25","Sample_2S2","Sample_2S3","Sample_2S4","Sample_2S5","Sample_2S6","Sample_2S7","Sample_2S8","Sample_2S9","Sample_3S10","Sample_3S11","Sample_3S12","Sample_3S13","Sample_3S14","Sample_3S15","Sample_3S16","Sample_3S17","Sample_3S18","Sample_3S19","Sample_3S1","Sample_3S20","Sample_3S21","Sample_3S22","Sample_3S23","Sample_3S24","Sample_3S25","Sample_3S2","Sample_3S3","Sample_3S4","Sample_3S5","Sample_3S6","Sample_3S7","Sample_3S8","Sample_3S9","Sample_4S10","Sample_4S11","Sample_4S12","Sample_4S13","Sample_4S14","Sample_4S15","Sample_4S16","Sample_4S17","Sample_4S18","Sample_4S19","Sample_4S1","Sample_4S20","Sample_4S21","Sample_4S22","Sample_4S23","Sample_4S24","Sample_4S25","Sample_4S2","Sample_4S3","Sample_4S4","Sample_4S5","Sample_4S6","Sample_4S7","Sample_4S9","Sample_N10","Sample_N11","Sample_N12","Sample_N13","Sample_N14","Sample_N15","Sample_N16","Sample_N17","Sample_N18","Sample_N19","Sample_N1","Sample_N20","Sample_N21","Sample_N22","Sample_N23","Sample_N24","Sample_N25","Sample_N26","Sample_N27","Sample_N28","Sample_N29","Sample_N2","Sample_N30","Sample_N31","Sample_N32","Sample_N33","Sample_N34","Sample_N35","Sample_N36","Sample_N37","Sample_N38","Sample_N39","Sample_N3","Sample_N40","Sample_N41","Sample_N42","Sample_N43","Sample_N44","Sample_N45","Sample_N46","Sample_N47","Sample_N48","Sample_N49","Sample_N4","Sample_N50","Sample_N5","Sample_N6","Sample_N7","Sample_N8","Sample_N9","Sample_Pan01","Sample_Pan02","Sample_Pan03","Sample_Pan04","Sample_Pan05","Sample_Pan06","Sample_PC10","Sample_PC11","Sample_PC12","Sample_PC13","Sample_PC14","Sample_PC15","Sample_PC16","Sample_PC17","Sample_PC18","Sample_PC19","Sample_PC1","Sample_PC20","Sample_PC21","Sample_PC22","Sample_PC23","Sample_PC24","Sample_PC25","Sample_PC26","Sample_PC27","Sample_PC28","Sample_PC29","Sample_PC2","Sample_PC30","Sample_PC31","Sample_PC32","Sample_PC33","Sample_PC34","Sample_PC35","Sample_PC36","Sample_PC3","Sample_PC4","Sample_PC5","Sample_PC6","Sample_PC7","Sample_PC8","Sample_PC9"
"ENST00000325239.11|WDFY4-201|298081",0,0,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,2,0,0,1,1,0,1,1,1,1,1,0,0,1,2,0,2,0,0,0,0,2,0,0,2,2,0,1,0,0,2,0,0,0,1,0,1,2,0,2,4,1,2,1,0,1,1,2,1,1,3,0,3,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,2,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,2,1,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,5,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,1,3,3,3,0,1,2,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2,2,1,2,2,2,0
"ENST00000465910.5|WDFY4-204|36910",0,1,1,0,1,1,2,1,1,0,0,2,0,1,0,1,3,0,1,1,2,1,2,1,0,1,4,0,2,1,2,0,3,2,1,2,1,2,0,0,1,2,0,0,1,1,0,1,1,2,0,1,2,0,0,0,1,0,2,1,1,2,0,0,1,0,0,1,2,2,0,2,1,1,1,1,3,0,0,1,0,2,1,0,1,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,5,0,0,1,0,1,0,0,0,1,0,0,3,1,0,0,1,0,0,0,2,0,2,1,1,1,1,0,0,0,0,0,1,4,1,2,0,2,2,0,2,0,1,1,1,0,0,0,1,3,1,0,2,0,2,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2,6,0,3,2,2,1
"ENST00000374144.7|C10orf71-201|28295",0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,3,3,1,0,3,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2,1,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,2,0,1,0,0,0
"ENST00000373980.8|PRKG1-203|1224177",2,0,2,0,1,0,0,0,0,1,1,0,0,3,0,0,0,1,1,0,1,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,2,3,3,0,0,2,0,1,0,0,1,0,1,0,3,0,2,3,0,0,0,0,1,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
"ENST00000373968.3|MBL2-201|6321",3,5,0,5,3,5,4,5,3,1,1,2,5,0,0,0,11,4,11,6,7,3,1,5,6,0,1,2,5,10,4,14,6,7,5,2,3,7,0,0,0,5,3,4,0,2,5,3,6,4,0,1,3,1,3,1,11,1,5,5,5,5,2,0,1,5,1,6,3,2,4,4,1,5,1,0,0,4,1,1,3,6,9,5,8,3,5,2,12,6,5,3,2,10,3,3,6,2,0,7,2,3,5,2,3,5,5,5,3,2,8,5,5,6,6,6,5,0,3,5,1,4,5,8,3,7,4,9,1,1,2,2,6,4,2,6,3,7,3,0,0,0,4,6,5,2,7,1,2,1,0,2,4,1,2,2,7,5,0,0,0,0,0,7,9,7,6,2,2,4,4,3,7,3,6,2,4,5,4,3,5,4,2,5,5,3,6,6,0,1,4
"ENST00000512524.3|MTRNR2L5-201|739",1465,2074,2088,1574,1399,1338,2214,3181,3001,2299,3028,2169,1585,1288,1420,1049,2385,2854,3753,1774,1939,1643,2735,3390,2995,1296,1941,1918,2011,1704,1401,3249,2113,2061,2242,2143,3654,3429,972,1313,1152,4118,3033,3422,849,2247,2247,3001,1793,1983,1178,1358,1247,1774,3152,2935,3595,2119,2779,2029,3275,2142,3326,906,1308,3888,2014,3717,2958,1615,2327,1351,2347,3681,1560,1578,1250,1126,1445,1422,2035,2307,2311,3628,3331,3680,2097,1590,2776,912,1612,1763,1745,5461,1568,1808,1620,1448,1054,2886,2725,2848,3316,1807,2261,3494,2108,3342,2330,2223,2290,2326,2642,3262,3557,2144,1839,1557,2192,1480,2360,1944,1746,1659,2796,1787,2640,2790,1702,2170,1497,2347,4286,2688,2851,2284,2974,2394,1841,1056,1056,1496,3353,2436,3010,2976,2791,2223,2948,804,582,992,1273,860,882,2164,2078,2749,1389,1333,1713,1692,1472,3183,2392,3642,2549,2052,2001,1847,2521,1928,1886,2270,2715,2216,2920,2131,2062,1829,1370,1773,1428,2312,2874,7498,6293,4284,2358,1463,1912
"ENST00000263102.6|CCDC6-201|117894",1,1,7,2,0,5,1,0,1,2,1,0,0,3,0,0,1,2,0,0,1,0,0,1,3,3,0,3,2,0,4,1,0,2,3,4,5,2,1,1,0,1,1,2,0,4,4,1,0,3,2,1,0,2,1,0,0,2,0,2,2,0,1,1,4,0,0,5,1,0,0,3,1,0,1,0,0,2,3,2,2,0,1,0,0,2,0,1,0,1,0,0,4,0,1,1,0,0,1,1,0,2,0,1,1,3,3,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,1,3,2,0,2,4,1,1,1,1,0,0,1,0,2,2,2,0,2,0,0,2,1,4,1,0,1,0,0,1,0,0,0,2,4,2,1,2,2,2,0,1,2,4,1,1,0,0,0,1,4,2,1,0,1,1,0,0,1,3,0,0,1,0,3,1,2,2,0
"ENST00000280772.6|ANK3-201|363433",0,0,1,0,0,0,2,1,0,0,5,1,0,2,0,0,0,1,1,0,0,2,0,2,0,1,2,1,4,3,1,0,0,1,0,2,3,1,1,2,0,1,1,0,0,2,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,3,0,0,1,0,2,0,2,0,1,0,2,0,1,0,1,1,1,0,0,0,1,1,0,3,0,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,2,2,1,0,3,0,0,1,0,0,0,0,0,0,1,1,2,1,1,2,0,2,0,2,1,2,2,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,1,0,0,1,1
"ENST00000337910.9|RHOBTB1-201|74810",4,7,15,8,9,4,6,14,7,10,10,4,5,7,11,4,11,11,10,2,12,4,14,9,16,17,16,19,6,8,9,4,9,10,10,8,12,12,5,8,6,12,11,10,3,3,14,16,7,8,10,21,18,4,11,10,5,4,12,10,13,8,15,12,8,14,4,16,8,2,7,5,9,15,17,21,15,33,4,1,7,9,4,21,11,6,4,3,7,4,7,6,6,30,7,3,6,6,10,4,9,9,7,3,8,12,7,12,13,9,5,3,9,9,13,10,2,5,5,6,11,11,4,9,14,7,9,13,6,5,8,8,12,11,8,6,10,6,7,5,1,13,5,11,11,13,4,10,6,8,3,6,4,7,2,8,8,6,12,9,18,17,12,4,8,20,12,4,4,8,11,9,11,16,8,12,10,4,9,7,3,6,8,13,18,17,29,20,9,10,2
"ENST00000279873.11|ARID5B-201|195645",0,0,0,0,0,1,0,1,0,2,1,1,1,1,1,0,1,0,0,3,5,2,1,1,0,1,1,0,2,0,1,1,1,0,0,4,1,0,1,1,0,0,0,3,0,1,1,0,0,1,0,1,4,0,3,2,0,1,0,0,1,0,1,1,0,0,2,1,1,1,0,1,2,0,0,3,0,2,1,1,0,0,0,1,0,3,0,0,2,0,1,1,0,2,1,1,1,0,3,0,0,1,0,0,1,1,3,1,0,0,3,1,0,0,0,1,0,1,1,0,5,0,1,1,2,2,1,0,0,2,0,1,1,0,0,0,0,0,0,1,0,4,4,0,2,0,0,4,1,2,0,0,0,0,0,1,3,2,2,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,0,3,1,0,1,1,0,1,0,0,1,0,0
"ENST00000373783.2|ADO-201|3627",0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,3,4,2,1,0,1,1,1,0,0,0,0,1,1,0,0,2,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,2,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,4,0,3,1,0,0,4,0,0,0,1,0,0,0,1,0,0,2,0,3,0,0,0,0,4,0,0,4,0,1,0,3,1,0,1,1,0,1,0,1,0,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,2,3,0,0,1,0,1,1,2,0,1,0,1,0,3,0,1,0,0,1,0,0,0,0,2,2,1,0,0,1,0,3,1,1,1,0,0,3,0,0,0,0,0,1,1,1,2,1,2,0,0,0,0,0,1,5,0,4,4,2
"ENST00000373758.4|REEP3-201|103761",7,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,5,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,7,0,0,2,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,2,1,3,6,1,1,1,0,0,2,0,0,0,0,1,0,0,0,3,3,0,0,1,1,0,0,1,0,2,1,1,0,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,1,1,0,0,0,1,0,5,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,6,1
"ENST00000361320.4|LRRTM3-201|173825",1,3,0,0,1,0,0,5,0,1,6,0,2,1,1,1,5,5,4,2,3,1,1,1,2,0,2,2,1,1,1,3,1,0,1,2,0,3,0,1,2,1,1,1,1,2,5,1,1,0,0,0,2,0,3,3,2,1,1,1,1,3,1,2,5,2,1,3,3,0,5,1,5,1,2,4,3,4,2,1,1,1,6,1,2,2,2,0,2,0,1,2,6,2,1,1,1,1,0,2,5,3,7,1,2,0,4,1,0,2,1,0,2,0,2,0,0,0,1,2,2,1,1,0,2,3,1,0,0,4,2,3,2,3,3,0,2,2,4,0,3,3,2,1,1,2,2,1,2,2,0,0,0,0,0,3,0,0,2,3,0,0,4,2,3,2,0,1,2,0,2,2,1,0,2,1,1,1,1,2,0,1,1,1,2,4,2,1,1,4,1
"ENST00000212015.10|SIRT1-201|33722",0,1,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,1,1,0,0,0,2,0,3,0,4,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,2,1,0,1,0,0,0,1,0,0,1,0,1,3,0,1,0,0,1,1,0,1,0,2,1,0,0,1,2,0,1,1,0,2,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,1,0,0,0,3,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,1,1,2,1,0,0,0,1,0,1,1,0,0,2,2,0,0,0,0,0,0,0,2,2,0,1,1,0
"ENST00000342616.4|RUFY2-202|13514",9,9,0,3,1,6,2,1,2,3,4,4,4,0,0,0,7,5,2,8,12,20,5,3,3,0,0,2,2,2,5,21,2,3,1,2,3,5,0,0,0,8,4,12,5,10,11,2,5,4,0,0,0,9,6,0,3,6,2,5,3,7,3,0,0,1,6,5,3,16,13,15,0,2,0,0,1,0,3,2,5,5,10,1,2,12,2,1,3,6,2,8,3,3,11,6,14,0,0,8,5,0,1,8,5,10,10,7,5,4,14,11,15,7,5,8,1,3,6,2,1,7,2,4,3,4,6,6,2,2,1,6,0,4,2,5,2,3,4,0,0,0,9,12,4,9,5,2,5,0,1,1,0,5,2,17,12,7,0,0,0,0,2,13,9,6,7,5,10,5,5,8,5,7,3,7,9,4,4,2,5,4,1,7,7,0,4,4,4,10,4
"ENST00000483264.1|CCAR1-205|2117",1,0,1,3,0,2,5,11,2,5,5,4,1,3,2,2,1,4,3,2,4,4,3,4,3,2,1,3,2,7,7,2,1,10,3,7,5,3,3,1,3,4,1,0,2,2,3,4,1,1,0,4,2,1,2,3,2,6,7,4,2,4,6,6,3,5,2,1,3,1,0,3,1,0,2,2,2,2,4,5,1,4,6,1,5,0,4,4,7,5,3,5,3,4,2,4,4,0,2,3,3,3,0,1,0,1,1,2,0,2,0,1,3,2,1,0,4,3,2,4,2,3,8,7,7,8,3,2,8,7,7,3,4,5,3,6,6,2,4,5,5,1,0,6,2,0,2,0,1,0,2,1,1,0,2,2,7,2,3,1,3,5,3,2,2,4,1,2,4,1,5,3,1,5,8,0,0,2,0,5,5,0,1,7,1,1,1,0,3,1,4
"ENST00000373248.5|AIFM2-202|25880",13,2,0,3,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,2,1,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,2,0,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1,2,0,1,0,1,0,1,1,0,0,0,1,0,0,2,1,0,0,1,0,2,1,3,1,2,1,3,1,0,0,0,1,1,3,0,0,0,4,2,0,3,1,1,2,1,1,1,0,2,1,0,0,0,0,0,0,2,1,0,2,0,1,0,17,0,0,0,0,1,1,0,2,1,3,1,1,0,2,4,0,0,0,0,0,1,7,2,2,2,0,0,0,0,0,1,2,3,1,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,1,3,1,1,5,2,0,1
"ENST00000373242.6|SAR1A-205|23235",1,0,1,0,0,1,0,1,0,0,2,0,0,1,3,1,0,2,0,1,0,1,0,0,0,1,2,0,1,3,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,1,4,1,11,2,1,4,0,0,0,0,3,2,1,3,0,3,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,2,2,1,0,2,1,2,0,0,3,0,3,1,0,1,0,2,1,1,0,0,3,0,1,1,1,1,0,0,0,1,0,0,3,1,1,1,0,0,1,0,0,2,0,0,0,0,6,2,0,2,0,1,1,2,0,0,2,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,5,0,3,1,2,0,0,0,0,1,1,0,0,0,2,0,0,2,2,0,2
"ENST00000277942.6|NPFFR1-201|36348",4,10,18,3,5,8,6,11,12,7,17,6,2,3,3,0,19,22,32,10,34,16,16,24,22,11,3,11,4,6,5,6,4,3,11,22,8,13,3,1,6,16,20,21,9,20,21,37,4,20,10,3,11,8,15,5,15,7,3,9,42,6,9,3,3,11,7,27,23,45,31,12,10,44,1,24,6,11,7,5,4,11,7,13,9,30,10,5,9,1,7,3,13,39,9,16,16,3,3,22,12,18,37,13,10,28,14,27,33,17,5,5,25,23,39,4,6,12,7,7,22,3,3,3,6,7,4,5,11,8,4,19,18,4,19,10,10,7,8,0,0,2,21,12,40,21,15,13,13,1,1,6,6,6,4,33,13,23,4,2,10,4,3,8,23,27,13,15,5,12,11,2,10,7,12,8,15,9,9,5,2,5,3,7,20,78,36,40,61,17,15
"ENST00000373218.4|EIF4EBP2-201|24240",0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,2,0,0,4,0,3,1,1,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,2,0,1,2,1,1,1,1,1,0,1,0,1,3,0,0,1,1,1,1,0,4,0,2,0,0,2,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,0,1,0,0,4,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,3,0,0,2,0,0,0,1,0,0
"ENST00000394957.7|VSIR-201|25940",2,2,2,0,1,1,0,2,1,0,1,0,1,2,1,0,3,0,0,1,1,0,1,3,0,3,4,4,1,2,3,0,0,0,1,2,3,1,1,3,0,0,2,4,0,0,2,2,5,4,3,2,0,0,1,0,2,0,1,0,0,0,0,2,1,0,0,3,1,0,2,1,1,2,2,2,3,7,1,1,1,0,1,2,0,1,1,1,0,1,1,0,1,0,1,1,0,2,3,1,1,0,0,2,4,2,3,2,1,3,2,1,1,0,0,0,3,0,1,0,0,2,0,1,0,0,1,1,0,1,0,0,2,1,1,0,0,0,0,0,1,5,1,4,4,1,1,0,2,2,0,0,0,2,0,0,1,1,1,4,1,1,2,3,1,4,2,0,0,3,1,0,0,1,1,0,1,0,2,2,0,1,0,0,3,3,1,1,0,1,3
"ENST00000373115.4|CHST3-201|49200",1,0,1,2,0,0,1,2,1,0,1,3,1,1,11,2,0,0,2,0,9,0,0,3,4,1,7,1,1,1,1,1,0,1,0,1,2,1,3,1,1,1,2,2,1,3,1,0,4,0,2,1,6,0,2,1,1,0,0,0,1,1,2,1,1,2,0,2,3,1,2,0,0,0,0,4,1,2,0,2,0,1,1,1,0,0,2,3,3,1,0,2,0,1,1,1,2,1,0,0,1,1,1,1,3,4,3,1,3,2,3,0,3,3,0,2,1,0,1,2,5,2,0,1,0,0,3,1,0,2,1,1,3,0,2,0,1,0,3,2,1,3,0,6,1,3,4,2,0,0,0,0,0,0,2,4,0,3,1,2,3,8,5,1,1,4,2,0,0,2,2,1,1,2,3,0,3,0,1,1,0,1,0,2,2,2,1,0,0,1,1
"ENST00000474929.1|USP54-211|49724",2,9,9,1,6,8,6,7,2,2,7,3,5,2,8,3,8,4,1,1,3,4,9,10,12,9,20,11,3,3,5,2,6,3,4,6,4,2,1,6,7,5,9,7,0,2,7,11,2,9,11,9,5,3,3,7,3,5,4,2,5,0,1,4,2,6,2,14,2,1,10,3,12,7,11,11,12,9,3,2,4,1,2,4,4,12,5,0,2,0,4,4,3,11,4,4,4,12,5,5,5,8,0,8,7,2,10,5,9,4,5,3,8,7,8,0,2,4,1,4,2,5,5,1,1,3,6,1,3,6,6,7,3,2,3,2,4,2,0,4,2,16,6,10,9,11,4,3,3,0,0,1,1,2,3,3,8,8,7,9,10,16,5,8,11,13,11,4,7,1,5,5,1,6,2,5,5,3,2,3,2,2,2,2,9,11,5,12,6,5,5
"ENST00000359322.4|MYOZ1-201|10104",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,3,0,0,2,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,1,1,4,0,2,0,0,1,1,0,0,0,0,4,2,0,2,1,0,0,7,0,0,6,0,0,3,0,0,1,0,5,0,0,1,0,5,0,0,1,0,0,0,7,0,0,0,1,0,5,1,0,0,2,0,1,3,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"ENST00000446546.2|ZSWIM8-206|1025",0,0,2,1,0,0,1,0,0,1,1,2,0,0,4,2,0,2,2,0,3,0,1,0,2,2,1,4,0,1,1,1,0,1,1,1,0,1,1,3,1,2,2,2,1,1,1,1,2,2,1,3,3,0,1,1,2,0,1,1,2,0,0,0,0,0,1,2,3,2,2,0,2,1,0,1,2,3,1,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,2,1,1,0,0,1,1,2,0,1,0,0,0,0,0,1,1,0,0,2,0,0,2,0,1,0,2,2,1,1,1,1,0,0,1,3,2,0,0,0,1,2,0,1,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,0,3,1,1,1,1,0,2,1,1,0,1,0,0,1,0,0,0,0,0,2,1,3,0,8,2,1,1,3,1
"ENST00000477205.2|CAMK2G-212|1916",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,1,0,0,0,1,2,0,2,0,1,0,0,1,0,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0
"ENST00000372524.4|ZNF503-201|4077",0,1,1,0,1,0,0,2,1,1,0,3,0,2,0,0,0,1,0,0,0,0,0,2,0,4,2,2,0,5,1,3,0,1,2,0,1,0,0,1,0,4,2,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,1,2,0,1,0,3,2,0,1,0,0,0,0,2,0,0,1,1,1,0,2,0,0,3,0,0,0,1,0,1,3,1,1,0,1,0,1,0,2,1,0,0,2,1,0,0,0,0,0,1,0,3,0,1,0,0,0,2,0,0,0,0,1,1,4,2,5,1,0,1,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,4,4,0,1,1,1,0,1
"ENST00000488655.5|LRMDA-204|232906",4,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,2,1,1,3,0,0,3,1,0,2,0,0,1,1,1,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,8,3
"ENST00000372336.3|ZCCHC24-202|63303",1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,1,1,1,2,1,1,4,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,2,3,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,1,0,1,2,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,3,0,1,0,2,0,0,2,0,1,0,0,0,0,3,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"ENST00000520547.3|EIF5AL1-201|3840",0,0,5,2,2,1,1,4,2,0,0,1,0,1,2,2,1,1,1,3,1,0,0,1,2,0,0,1,1,2,2,0,1,2,1,1,1,0,1,1,0,2,3,2,0,1,4,0,2,2,3,2,6,0,0,0,0,0,0,1,1,1,1,2,0,1,3,0,1,1,1,0,0,1,0,0,0,1,0,1,4,1,1,1,1,2,1,0,1,3,0,3,0,2,0,2,2,0,3,1,2,1,2,2,1,0,0,0,2,0,2,0,0,1,1,1,2,1,1,0,1,2,0,0,1,2,1,1,3,1,1,4,1,0,1,0,1,1,0,1,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,3,0,0,0,2,1,0,0,1,0,1,1,0,3,0,0,1,1,3,0,0,0,1,0,1,2,0,0,2
